formula,disorder
O10000Na2500Al1875Si1875Re625,1
Al10000Cl35000Te10000,0
O10000Ni687Sr3333U2647,1
H10000O20000Br5000Cd2500,0
N10000U5000Pu5000,1
Cl10000Ag1667Cs3333Au1667,2
B10000Rh15000Er2500,1
O10000Na1667Cl2500Te3333Dy2500,0
Mn10000Co20833Ho10417,1
P10000Zr17500,0
O10000Cl4286Cu6429Se2857,0
H10000C20000O40000K10000,0
Li10000O21277Al2819Ni8457,1
O10000Na1176Mn1176Ru1176Ba3529,0
Zn10000Se39823In19912,1
O10000Ca318Ti1591Cu1818Sn227Ba1818Gd1500,1
B10000Ru5000Ta10000,0
O10000Mg733Fe2930Sr366La3040,1
P10000S40000Cu25000Zn2500,1
B10000O30000F9886Ba19943,1
Li10000O60000Mg4350Si20000Cu10650,1
Ti10000Ni60000Nb10000,1
O10000Na2500P2500Mn2325Fe175,1
O10000Fe3167Ni167La3333,1
O10000Na1237Ca834Ti3336La1251,1
Fe10000Ga120000Tb40000,0
Li10000O83083Na23375Ti4167Mn27500,1
O10000F849P2320Ca4002,1
O10000P2500Fe2700,1
O10000Si3333Ca1444Sr1889,1
Fe10000Mo1429Gd952,1
O10000Mo3636Ho3636,0
Li10000F60000Fe10000Sr10000,0
O10000Na2333Ti1000Sr1000Nb2333,1
H10000C5000N2500O3500S1500Yb500Pt500,1
P10000Ni10000Gd10000,0
Ag10000In10000Er20000,1
O10000Ge1667Sb1667Pr833Bi833,1
Ti10000Re1765,1
O10000Mg624Al5847Ba588,1
V10000Ge76923Zr230769,1
O10000Ca167Ti167Fe3167Bi3167,1
O10000P3333Ho1111,0
S10000Ti2500V2500Ga1250,1
Li10000N7500Na18750Ba15000,0
Se10000Te56667Au33333,1
Al10000Fe16667U13333,1
O10000Gd1500Bi5167,1
H10000O34286P1429S7143Cs8571,1
O10000Na833Mg833S2083Fe833Se417,1
C10000Cr1000Nb9000,1
P10000Ru10000Yb5000,0
Mg10000Sn435Ce2609,0
Al10000Ni10000Tm46667,0
O10000Se3333Cd1667Cs3333,0
O10000P2500Ti833Rb1667Yb833,1
Pd10000Ag10000Th40000,1
Mn10000Ga3333Er6667,1
Cu10000Ga30000Pr10000,1
O10000P2500K1087Fe1750Cs1162,1
O10000P2500Ca208Sr208Zr1667,1
H10000B48O141737F1976Na1856Mg28443Al862Si47485K599Ca11078Ti60Mn60Fe1078Zn60,1
O10000As1818W1818,0
O10000Co5000Te1667,0
H10000C3333N1667O15000S1667Tb1667,0
Na10000Se6667Cd1667,0
S10000Fe10000Sb10000,0
H10000B4000O12000Na2000,0
C10000O30000F6667Ca3333Ce6667,0
Fe10000Co115000Dy62500,1
O10000Cr3333La1667Sm1667,1
As10000Se10000U20000,1
Li10000Al20000Rh10000,0
Ni10000Zn14933Sb1733,1
Ca10000Sb9082La407,1
C10000O20000K10000,0
O10000Mg227Al189Ge2079La3554,1
O10000Mg435Al6035Gd341,1
C10000N10000Co1667Er1667,0
Ni10000Nd2857,0
Ag10000Sn3846Au1538,1
O10000Na2000Fe6000,0
Mg10000S89286Ti44643,1
Si10000Ni2500Cu7500U5000,1
O10000Si2500Th1625U875,1
O10000Cu2541Sr2541Nb1271Eu1271,1
O10000V2500Mn2500Rb2500,0
Si10000Ho7123Au35114,1
B10000Fe5000Tb6667,0
O10000Zr500Th2900U1600,1
B10000Rh30000La10000,0
O10000Cs1538U3077,1
O10000Na4500Mg2250Si2750,1
Li10000O13115P2262Ge1016,1
H10000O130000Al27600Si30000Ca20000Cr2400,1
S10000Sr2500Nd5000,1
O10000Ca2056Cu3084Sr308Ba1748Tl1828,1
O10000Ga2000Mo1000Te2000,0
B10000O50000P10000Ba10000,0
O10000Ti3049Co244Bi2439,1
Fe10000La50000Pb30000,0
O10000K1429Ti476Ta3333,1
O10000Cu4342Ba2894Nd1447,1
Al10000Fe1250Co1212Ce1250,1
O10000Na2433W3333,1
O10000Mn1818Ru3636Ba909,1
S10000In5714Te5714Ba7143,0
Al10000Co15000Ni75000,1
Li10000O120000Ti40000Sr20000La10000,1
O10000Cu3750Sr2500Pb2500Cm1250,1
O10000K1250In1250W2500,0
Ni10000In20000Ho25000,0
Mg10000Ag10000Eu10000,1
Ga10000Ce10000,0
O10000Na1730K1520Zr167Nb3072Sb95Bi83,1
Li10000Al40000Ca25000,1
Cu10000In30000Pr20000,1
O10000F833Si1667P833Ca2500La1667,1
O10000Ca1000Ni1750Cu750La4000,1
O10000Si3333Rb2222Th1111,0
O10000Ca238Ge2308La3439,1
Se10000Br60000Pb40000,0
Rh10000Te20000I10000,0
Li10000O70000La10000Ta20000,1
Co10000Ga30000Ce80000,0
O10000Cr1250Mn1250Sr3000La2000,1
Ag10000Sn10000Gd7500,0
O10000Y4000Pd4000,0
O10000Mg2332Al1550Si2268,1
O10000Mn1000Co6500,1
O10000Mn1536Ru1536Yb2842,1
N10000Cl30000Ce20000,0
C10000Si7160Os22840Th10000,1
O10000Na1252Si3333Ca415Fe1667,1
F10000Zr556Pb3889,1
Mn10000Ni2000Cu18000Sn10000,1
Pd10000In10233Lu46433,1
O10000Cu4342Sr868Ba2026Sm1447,1
O10000Na1667V2500Fe833Zn1667,1
Zr10000Nb6667,1
Li10000O20408Nb10204,1
P10000Cu1608Sn1000Au2392,1
In10000Nd10000Pt10000,0
O10000Ti1167Zr2167Ba333Pb3000,1
Li10000B50000O100000Ba20000,0
O10000Mn833Fe833Ge3333Lu833,1
O10000La3333Au3333,0
S10000Cu6000Rb2000Tb4000,0
Cr10000Mn526Te10526,1
O10000P2500Ca3214Gd357,1
O10000V2857Mn2857,2
S10000Mo1750Ta3250,1
Li10000F60000Cr10000Ba10000,0
Mg10000Cd20303Te30303,1
O10000Mg244Al2383Si2617Co867,1
Cu10000Ga30000Ho20000,1
Ni10000Zn2114Sn8423,1
Pd10000In5000Er10000,0
O10000Si4167Co833Cs1667,0
Mg10000Ca4563Pd4854,1
H10000C3333N833Cl5833Sb1667,1
O10000Co3333Ba833La2500,1
O10000Mg86Ca214Cu4200Y1214Ba2857,1
O10000Al2000Sc2000Ba4000,1
B10000O65000Na20000P15000Cs5000,0
Ni10000Sb5000Bi5000,1
O10000S10000Cu10000Bi10000,1
Si10000Ge5000Pr25000,0
Se10000Pd42500In10000,0
O10000Sc4286Ta1429,1
Si10000V3333Mn1667,1
O10000K2222Ge4444,0
O10000Se2857In2857,0
O10000Cl950Br9050Pb15000,1
H10000O5000Cl5000Mn2500,0
F10000Na1429Zr1429Ba1429,0
O10000Si2000Co2000Cu4000,0
Li10000N16949Ca16949Fe6949,1
B10000C5000Ni10000Y1510Tb3490,1
O10000Zn73W3673,1
Ga10000Pd3333Eu3333,2
V10000Cu8600Te20000,1
P10000Ni10000Cs10000,1
B10000O10000F20000K3333Cs6667,0
O10000Ti1818Cu1818Ba1818Pr1818,1
B10000Mg4876Ru74,1
H10000Li2500B32500O60000Na10000,1
S10000K5000Ti5000,0
H10000O14429Na286Ni286W2857Bi286,1
O10000Na500Sc56Nb2167Bi2833,1
F10000Mn2000Rb4000,0
Si10000Sc10000Co10000,0
Ga10000Ag95263,1
O10000F10000Fe10000,1
Al10000S70000Cr10000Gd30000,0
O10000Nd4443Bi2223,1
S10000Te7500Gd10000,0
O10000Ca6000Ni667Ir1667,1
O10000V1667Fe1667Tb3333,1
P10000Ru10000Ce5000,0
S10000Ga6430Ag720,1
Rh10000Gd5000,0
O10000Fe2233Sr3333Re1100,1
O10000Ni1633Ba3333Ir1700,1
Al10000Co5000Y5000,0
O10000Mg85Fe5375Zn2290,1
H10000Li88O206106F6283Na18053Mg29823Al354Si70442K3186Ca5044Ti1858Fe12478,1
In10000Gd10000Au10000,0
Ca10000Ge8571,0
H10000C3333O8333Co833,0
O10000Cl2500Zn2500Se2500Cs2500,0
H10000B5000O45000Na5000P10000Co5000,0
O10000Na100Sr1000Nb3333Ba650,1
O10000Mn1684Co1684Sr1684La1684,1
Ni10000Ge10000Nb10000,0
O10000Rb60000,0
O10000Al1200P2375Mn1425Cs1667,1
Mn10000La50000Pb30000,0
Ti10000Fe60000Ge60000,0
H10000B9865O101592F349Na1753Mg4084Al21723Si19730K132Ca56Ti326Fe3433,1
Cd10000Sn170000Sb20000,1
O10000Na1667Zn2500Se3333,0
C10000N10000Fe1667Co1667Cs3333,0
C10000N10000K5000Cr1667,0
Mg10000Gd10000,0
S10000Sm1000Yb6500,1
O10000Fe3359Ba2240La1120,1
Al10000Se40000Hg25000,1
O10000Mn2500Ba3333Ce833,2
Li10000O12308F2308Mg1538Ti1538Nb1538,1
Al10000Mo1393La729,1
O10000Se3333Ce2222,0
F10000Na909Ti909Hf1818,1
S10000I10000Dy10000,0
Ni10000Sn14775Sb16000,1
O10000Mg2727Nb5455,0
O10000Sr1667Ru1667Ba1667Ho1667,1
B10000Cr5000Re15000,1
H10000Be20000O45000Si10000,0
O10000V3333Zn1667,0
P10000Mn14444Fe13333Ge3889,1
Ni10000Sn5376U5376,1
O10000Co3717Sr2974Y743,1
Li10000Cl25000Mn7500,1
Ni10000Ge10000Ba10000,0
O10000Cr87Y2890Sn2803,1
O10000Ti3067Cr267Ba3067La267,1
Ge10000Rh10000Gd5000,0
Mg10000La10000Ir10000,0
Na10000S10000In3333,0
Al10000Co31667Lu20833,1
S10000Cu6667As3333Cs3333,0
Rh10000Sm10000Bi10000,0
Ga10000Se30000Dy10000,1
S10000Nd2000U4000,1
O10000Na2500V2500Cs5000,0
Al10000Si10000Nb33333,1
O10000F25000K15000Np5000,0
B10000O30000Sc2317Sr10000Gd1017,1
O10000Cu3750Zn511Ba2841Pr1420,1
Ge10000Ag10000Yb10000,0
O10000Ca417Mn3333La2917,1
P10000S30000Pd10000,0
C10000O35000Mg15000,1
H10000O181250F2083Mg26333Al59000Si29667Fe2750,1
Fe10000Ga2917Ge7083Tb1667,1
O10000Ti2844Cr711Bi2133,1
O10000Ti3333Mn3333,0
H10000N2500O6250Se2500,0
O10000Cr2000Ba6000,0
O10000Sc5000Sr2500,0
O10000Mg1250P2500Ba2500,0
B10000Re23333,0
Sr10000Pb16857,1
S10000Ti1550In117Gd5000,1
O10000Al27Ca1000Mn3200In107La2333,1
Be10000O40000Al20000,0
O10000Fe3462Co385Sr3077Nd769,1
N10000Al9140Ga860,1
O10000F2500Mo2500Gd2500,0
Zr10000Rh5000,0
P10000Ni10000Pr10000,0
O10000Al4000K4000Ti1000,1
O10000Fe500Co2833Ba1667Ho1667,1
H10000B3333Fe46667Nd6667,1
Ni10000Sn5000Dy10000,0
Si10000Y16667,0
Li10000B60000O180000Y50000Cd10000,1
H10000C3500N3500O5000Na2500Mo500,0
Si10000Co2500Sm6250,1
O10000Ca500Mn3333Ba500La2133Eu200,1
Fe10000Nd294Tb882,1
B10000Tb3333Re1667,0
O10000Na583Si250Ca1917V2050Mn1667As200,1
O10000Na385Si2308Ho3462,1
Ge10000Sn15000La22541,1
O10000S3333Cl10000K3333Hg6667,0
O10000Ga4167Gd2302Bi173,1
H10000B417C3333F1667P1667S1667Cu417,0
B10000O50000Cu20000Ga10000,1
Te10000Au3333,1
Si10000Co6000Dy4000,0
Li10000C120000,2
Li10000O40000Ti4500Mn10500Ni5000,1
Li10000C1667N1667P1667S8333,1
O10000Ti467Pb9066,1
O10000Cl10000Pu10000,0
N10000Fe26149Co7635,1
B10000Ti5600Rh7933Ir6467,1
O10000Mg1985Al4395Si2Ti5V5Cr500Mn8Fe565Ni20Zn5,1
Cu10000Pd10000,2
Co10000Ge10000Gd10000,0
H10000O60000Si6800K4150Ga16600Ge6600,1
Se10000Sb6333Gd333,1
Cl10000K2000Sn4000,0
O10000Al667Ti2000La3333,1
Mg10000Ga40000Eu25000,1
O10000Ni2545La4835,1
K10000Se56000Bi34000,1
Na10000Ga3333Se10000,0
O10000F4000K3360Nb8000,1
Ge10000Er5000Ir4000,0
O10000Mn3269Sr752La2484,1
Ag10000Eu1,1
O10000Ca3280Cu5000Y820,1
O10000Co741Cu2965Ba741La2965,1
Nd10000Ir20000,0
C10000Nb4800U5200,1
O10000Ti667Nb667W667Bi3333,1
Li10000O60000V10000Ge20000,0
F10000Mg3267K3333Eu67,1
H10000O22000Na2000P4000Fe4000,0
Al10000Cu13810U2165,1
Na10000S55882Mo44118,1
O10000F2000Mg2802Al1398Si2800K1000,1
Er10000Au30000,0
Mn10000Cu14000Ga6000,1
C10000Si10000Co20000Nd20000,0
Lu10000Re20000,0
O10000Mn3333Sr2200Ba1000La133,1
C10000O10000Al20000,1
As10000Br18000Hg19000,0
O10000Al4375Ca3750,0
S10000Cu1333Pb1333Bi5333,0
Si10000P20395Ag20790,1
B10000C15641U12821,1
Mo10000I30000,0
Al10000Se42424Pr18182,1
C10000Ru3746Gd6036,1
S10000Yb7500,0
Mg10000Ce159492,1
S10000Sr1108Zr2500Eu3058,1
O10000Cu1781In2320Ba4415,1
H10000C3333N4167Br3333Tl833,0
C10000Ta10449,1
Ge10000Se92166Nb46083,1
Cr10000Se10000,0
O10000Al5000Co250Zn2250,1
Li10000O101124Mn23708Sr44944,1
Li10000Si25000Sr17500,1
Al10000Y1667Yb1667,1
O10000La3000Os2000,0
Al10000Si12676Fe67800,1
Si10000Cu10000Tb5000,0
N10000O2727Cs10000W1818,1
S10000I10000Sm10000,0
O10000V1250Co3750As1250,1
Li10000O60000Ru10000La20000,0
Li10000O71429Rh25357Ag35714,1
In10000Er3333,0
H10000C333O8333Si333S333Ca1000,0
H10000C2500N6250O3750S2500Cd625,0
O10000Si364Mn1364Ge2364La1818,1
B10000C10000Ni10000Lu10000,0
O10000Mn2774In652Ba3467,1
F10000Rb3333Ce1667,0
O10000Sn20000Sb60000Cs120000,1
B10000C1538,2
O10000Ge4000Cs2000U500,0
Si10000Gd2727Pt20909,0
Na10000Se30303Nd20303,1
Li10000O20000Mg6667Nb3333,2
Ce10000Au5000,0
N10000S10000Cl7500Fe2500,0
Cl10000Ag1667Sb1667Cs3333,0
N10000O1333S1000U16667,1
O10000Fe9110,1
O10000F4945Pb3980Bi5970,1
H10000O13333Cr2222U556,0
Al10000Mn10000Cu10000Pd10000,1
H10000N4000O8000Cl2000,0
In10000Gd10000Ir10000,0
O10000Ge3333Rb1111Nb1111,0
Li10000C10000O30000Na10000,0
O10000Na2500Pt7500,0
S10000V1000Cr5667,1
O10000Ca729Cu2915Ba2915Nd729Tl1385,1
F10000Zr1667Pb1667,0
O10000Mg500Ti1167Co1667La3333,1
B10000Ru1500Rh8500Yb2500,1
Cr10000Zr2500Ta2500,1
Ni10000Ga3333Dy5000,0
Cu10000Ge100000Tm50000,1
O10000Mn5025Co2475,1
Sc10000Co11820Ga17280,1
Ni10000Sn6667,2
P10000Co10000La600Pr4400,1
O10000Mg1667Sr1667La1667Ta1667,1
C10000O585556Br54074Ru148148Ba259259,1
B10000O18571Co4286Br1429,0
Ge10000Rh2500In2500Tb10000,0
In10000Eu2500Ir2500,0
H10000N1000O11000P1000V2000,0
H10000O225814Na2791Si11628P3256Ca19186Ti24651Nb33488Ba24535,1
O10000Na15000S10000V5000,0
Sr10000Sn10000Au26667,2
H10000C2500N5000S2500K19I625Cs606,1
O10000Cl1667Cu4167Se3333,0
B10000O30000F10000Mg20000,0
O10000Mg667Ti2000W667Pb3333,1
H10000C2353N1176O7059Al1176P1765,0
O10000Mg4565Si2500Fe398Ni38,1
Mn10000Fe10000,1
Er10000Au240000,1
O10000V1857Pb367Bi3347,1
H10000O45000P10000Cu10000Ba5000,0
H10000O5000F5000Si833Mn833,0
Se10000Zr50000Pb30000,0
Mg10000Ce973,1
Al10000Cu39020Gd9804,1
Ca10000Zn30000Pd20000,0
Cl10000Sr2727Nd1515,1
O10000Na1000Al856K875Fe1019As2500,1
F10000Zn5000Se15000Ba15000,0
Zn10000Pd32500Nd15000,0
Li10000O100000Ca20000Ta30000,1
O10000Cu4280Sr856Ba1997Pr1427,1
Cu10000Sb20000Tm10000,0
O10000Mg2192Al1127Si2490Ca75Ti1Cr477Mn12Fe296,1
O10000F2222Si2222Ti2222Ba2222,0
C10000Mn30000Ga10000,0
H10000O15000Ba1250Re2500,0
O10000Cu2083Sr1225Ru417Ba167Ce550Nd1392,1
S10000Ni80000I5000Bi80000,1
O10000S2500Cs1250Pr1250,0
H10000O19286Al2857Si4286Ba1429,1
Fe10000Ni40000Ce10000,1
Be10000Si10000P20000,0
B10000Hf5000,0
O10000Ca667Mn3333Sr2000Nd667,1
S10000V7692Tl1282,1
Ni10000In30000Ce20000,1
O10000P2500K2000Fe2000,0
Li10000Al2320Si4107,1
Cd10000Pu1667,1
Ni10000Sm3333,0
O10000Ti3177Ga157Ba3333,1
O10000Na4000Si3000Cd2000,0
Al10000Si10000Ca5000,0
Cl10000K5000Ga25000Se50000Ba15000,1
H10000O16000P4000Tl2000,0
O10000Pr3941Bi1882,1
O10000Fe5000Co500Ni1125Zn875,1
B10000Ni34900Nb1317U2117,1
P10000Mn7000Co3000,1
H10000C3333N833Cd417I1667,1
Sb10000Te20000Pb5000,2
N10000Ce2000U8000,1
H10000O20000P5000K2500Zn1250,0
Te10000Pr1667U1667,1
V10000Co160000Ce20000,1
F10000Ba2353Yb1765,1
Al10000Ca1429Ag5714,1
B10000O35000Na5000Al10000Sr2500,1
Si10000Sc10000Mo6667,1
H10000C1667N1667Cl1667Co833I1667,1
O10000Al5000Ag5000,0
Al10000V300000Ga90000,1
Be10000F25000Tl5000,0
B10000O70000Cl10000Dy40000,0
O10000Na500Si4000Ca500Rb500Th500,1
O10000Al312Si2031La3645,1
O10000Mg2667K667Mn4000,0
Cu10000Ga10000Nb20000,1
Ca10000Tl10000,0
O10000Fe2000Co1333Nd3333,1
O10000Ti875Zn5000Zr750Sn875,1
Pt10000U823,1
Si10000Zn10000Tb10000,1
Mg10000Ir8975,1
C10000Si190000Ru200000Ce100000,1
H10000N1000O7000S1000V500,0
F10000Cr2000Xe1000,0
V10000Sb6667,2
Si10000Yb5000,0
O10000Na2470P2500Ca587V1080,1
Te10000Np3333,0
O10000Mn800Fe2533Sm233Bi3100,1
O10000Zn133W1667Bi3200,1
B10000O18333F3333Ba5000,0
C10000Fe25000,0
O10000Na1233Al850P2500Mn1112Fe817,1
O10000Mg1667Sr1667Te1667Ba1667,1
Ga10000Se80000Nb10400Ta29600,1
O10000Sr667Ba2667Tb3333,1
C10000O30000Mg3600Ca5000Co1400,1
Cr10000Co3326Re9919,1
Al10000Zr390Eu1170Au2878,1
O10000Ca1900Cu2910Ba1920Tl2270,1
O10000F10000P4000K4000Fe2000,1
S10000K833Ga4167Cd3333,1
O10000Na3333As1667Nb1667,0
S10000Sm2500Tb5000,1
O10000Co3626Ba1908Tb1908,1
Al10000Co1765Hf5882,1
Mn10000Fe10000Er10000,1
H10000O10000Br10000Pb10000,0
P10000S30000Tl10000,0
C10000K5800Zr60000I140000,1
O10000As4000Pb4000,0
H10000O127697F235Na320Mg12713Al80Si42585K11Ca9499Mn139Fe14696,1
Cr10000Fe1755Cu6094Se23511,1
Fe10000Co2143Nd1429,1
P10000Ca6250,0
O10000Mg1667Ti1667La3333,2
Rh10000Pd15000Te50000,1
Si10000S70000Cu10000Ho30000,0
O10000I3333Dy1111,0
F10000Na1250Cr1250Sr2500,0
S10000Br10000Cd10000Hg10000,0
In10000Ir3333,0
S10000K875V6250,1
O10000Mg417P2500Zr1250Cd833,1
Li10000Al5000Pt5000,0
Pd10000Gd7500,0
O10000Mo3125U312,1
F10000Na2183Si1667Cs1150,1
Al10000Ni3333Tm33333,0
O10000Rb5000U2500,0
H10000O10000Cl3333Cd6667,0
O10000Na1722K1532Sc17Zr125Nb3192Bi79,1
Si10000Mn7500Pd2500Ce5000,1
H10000O132222F1111Na2722Mg19278Al5556Si40444K56Ca9222Ti333Fe7500,1
S10000Mn766Ag867Sb4201Pb2500,1
H10000O12000Na1000P2000Ca500Ni1000,0
Be10000O40000Al19890Cr110,1
C10000Al10208Fe166875Tb20833,1
S10000Ga1250Mo5000,0
O10000K385Ge2308La3219Eu242,1
O10000F2000Rb2000Ta4000,1
O10000Sb1429Bi4286,0
Zn10000La2500,0
O10000Cu2857Ga1429Sr2857Gd1429,0
Cr10000Fe10000Ge3333As6667,1
O10000Ti3333La1713Tl1620,1
Ti10000Ge10000Gd9000,1
Li10000O30000Nb4700Ta5300,1
C10000Fe85000Tm10000,1
C10000Br2500Y10000I7500,1
S10000Cl10000Er10000,0
Ga10000Ag20000In10000Te40000,1
Al10000Fe3704,1
Br10000Cs3333Po1667,0
Zn10000Sn20000Lu10000,0
H10000Li2252O74516F2903Mg7865Al9465Si18774K2981Ti258Fe6548Rb1774Cs1503,1
B10000Se30000Cs10000,0
Sn10000Nd3333Au5000,0
Al10000Si1197Mn1624Pd1758Re224,1
Ni10000In10000Ce10000,0
N10000Fe57255Sm6425,1
O10000Si4167Cs833U417,0
C10000N10000Mn5000,1
H10000Li4700B9004O91032F2005Na852Mg45Al21762Si18007Ca1915Ti18Mn90Fe396Pb18,1
O10000Mg2033K1100Sb2967,1
O10000Si1667Rb3333U1667,1
Ru10000Sb10000Te10000,0
Co10000Ga1333Nd1333,0
O10000Ti3333Sr2333La1000,1
Co10000Ga50000Zr20000,1
Ni10000Se10000Bi10000,0
Ni10000Gd5000,0
Si10000Gd4000Re6000,0
O10000P3333Cd1111Cs1111,0
Ga10000Pt2000,0
O10000Cu4255Ba2780Pr1475,1
Al10000Si2449Co5128Ga256U1744,1
H10000Li52B7874O80866F131Na971Mg2152Al18031Si15643Ti24Mn210Fe3123Zn24,1
O10000P1667Zn3333Bi1667,0
O10000Al4160Ca250Y2230Eu20Ta10,1
O10000Al4125Si42Y2475Eu25,1
Fe10000Ni40000Gd10000,1
Si10000Fe15000Mo25000,1
Al10000Fe10000Tm1667,1
O10000F8571Na5714P2857Mn2857,0
O10000Fe5000Ni1000Cu1000Zn500,1
Si10000Y10000Ag10000,0
Si10000Co5000Gd25000,1
Mn10000Pd16667,0
H10000C3333Ge278Sn1111,0
O10000P2000K2000Ti1920Zr80,1
H10000C3750N3750O4375F1250V625,0
Li10000O100000Mg20000P30000,0
H10000N1429O7143S714Te714,0
O10000V2500Ce1250Nd1250,1
B10000O130000Si20000Dy50000,1
F10000S10000In4000Ba9000,0
O10000P2500Mn1625Fe875,1
H10000Li10000O40000S10000,0
O10000Fe3929Ba1964Sm1964,1
O10000Ba2500Yb5000,0
S10000Ti3333Cs6667,0
O10000Br2500Y2500Bi5000,0
O10000Ti2000As2000Rb1380Cs620,1
O10000Mg125Fe5000Ni1275Cu250Zn850,1
O10000Ni1000Zn9000,1
Al10000Ni10000Er10000,2
O10000Ga4286Sr1429Yb1429,1
Ca10000As13333In6667,0
As10000Mo10000Cs6667,0
O10000Mn3333La2667Gd667,1
Li10000P1667S8167Se167Br1667,1
H10000B4091O11818Na682Co341,0
H10000O17143Na714P5714Sc2143,0
Ni10000Mo1111,1
H10000C3333N833Te2500Hg833,0
S10000Cs5000Au15000,0
O10000V2500Sb1250Tl1250,0
O10000Co3492Sr3743Ta251,1
C10000I56667Gd31667,1
S10000K3333Cu6667Sb3333,0
O10000Si2839Cl646Ti1419Ba2129,1
Se10000Y5405,1
O10000Ti2333Fe1000Ba2333Bi1000,1
C10000O10000Co2857Ge714,0
Be10000O17500Na2500Sb2500,0
Li10000O60000Si20000Sc1850In8150,1
N10000O30000Cl30000K10000Bi10000,0
O10000Ca656Cu3282Sr1149La3118,1
O10000V588Mo882Te294Bi3529,1
O10000S1429Cu714Y1429Te1429,0
S10000Fe625Sr3750Ag1250Sn2500,1
Ti10000Ni33333Zr1111,1
O10000Ni2500Sr1350La3600,1
S10000V5500,1
H10000O220000P60000Fe30000Ba20000,0
B10000Ni16667Dy2222,0
B10000O16000K1500Cs500,1
O10000Al2857Si1429Ca2857,2
S10000Nd5128,1
B10000Co40000Tb10000,0
S10000Se27143Te20000Pb14286Bi28571,1
H10000O12500Cl2500Cu1250,0
O10000V1000Se3000Pb2000,0
Al10000Ca2500Gd2500,1
O10000Cu2304Ba4608Hg2304,1
O10000Na2778As2778Bi1111,0
Mn10000Pd20000,0
As10000Tc6667,0
H10000N1000O7000S1000Fe500,0
Zn10000Ir10000,0
H10000N5833P1667Cl833,0
N10000Cl5500Br4500Ba20000,1
P10000S30000K5000Sm5000,0
Br10000Zr3333,0
O10000Ti1500Zn5000Zr500Sn500,1
B10000Ce2500,0
B10000Ru15000Ce5000,0
O10000Na714V673Nb4394,1
P10000Fe11111As1111,1
C10000Rh4167Gd6667,0
Al10000Co70000Gd60000,1
O10000Si3333Ca1667Fe1315Zn352,1
S10000V3333Ba3333,0
Li10000O45455P11364Mn3295Fe8523,1
S10000Cu1200Ag222Bi6667,1
Li10000O80000Ta30000,2
B10000Pd29330Eu3793,1
N10000Fe10000Se10000,0
O10000Cr1333Se4000,0
H10000O130000Na320Si1440P28560Ca48080Nd1585,1
O10000Al4286Sr1429Sm1429,1
H10000B1667C2500N5000O5000,0
Li10000O193333V80000,1
Fe10000Co6667Er1961,1
S10000As10000Ru3000Rh3000Pt4000,1
Be10000Nb833,0
O10000Mo1667Eu1667W833,1
Ti10000Ni10000Hf5000,1
F10000Al1111Ca2222Pb1111,0
O10000Mn3233Cu100Sr833La2333Nd167,1
Li10000O60000Sr30000Ru10000,0
O10000Sc1250Mo2500Tl1250,0
Rb10000Zr103448Te137931,1
Pd10000Pb20000,0
N10000O90000Na30000P30000V10000,2
H10000O40000As10000Pb10000,2
Cr10000Se9000Te1000,1
O10000Ba3333Pr1667Pb1667,1
C10000Co10000Ho10000,2
O10000Cu5000Ba3333Sm1667,0
O10000Fe1175Y525Nb2425Th725,1
Cr10000Se40000Rh20000,0
Fe10000Ge20000Zr10000,0
S10000Cu11250Ag5913Hg1250,1
O10000P3571Ce714,0
O10000P1538K1154Nb2308,0
O10000S2500Sm2500Ta3750,1
Ge10000Ce2308Os3077,2
O10000Cr2500Fe2500Zn2500,1
O10000Mg3020Al4430Cr75,1
Fe10000Pu5000,0
C10000Fe170000Er20000,1
Na10000S20000Zn5000Sn5000,2
C10000O10000Cl6000Mn2000Sn2000,0
F10000Zn1667Pt1667,0
O10000K838Ga1662Ge3338Ba412,1
O10000Na1900P2000K100Ti2000,1
Nb10000I18333Cs1667,0
H10000N1429O14286Ni2464Mo2857,1
Sc10000Co40000In10000,0
O10000Mn3333Sr2667La667,1
O10000Si1429Ga2857Sr2843Bi14,1
H10000O76923Mg3077Al10000Si26923,2
N10000Ti800Zr9200,1
S10000In5131Pb2308,1
Ga10000Ba5000Pt10000,0
Al10000Ni2500Ge5000Gd2500,0
O10000Sc1333Mn2000Bi3333,1
O10000Na1745Al2389Si2614K375Ca119,1
Cl10000As6667Ag3333Hg10000,0
O10000Fe1908Cu1908Ba1908Pr1908,1
B10000Sr5000Rh13333,0
O10000F2500P2500K5000Ca2500,0
O10000Na1111Ba3333Os2222,0
Cu10000Zn20000Se40000In10000,1
Ge10000Ba1905Au310,1
B10000O25000Mg4450Ca5000Fe550,1
Sr10000In5000Pt10000,0
O10000Ce4206Nd529Sm529,1
H10000C3333F1111K1111Ga1111,0
O10000Mg1875Ca625Y5000,1
Se10000Rb10000,0
Cu10000Gd121,1
Li10000O120000Ti40000Nd23320,1
O10000Al833Si4167Cs833,1
O10000Cl14000K4000Nb6000,0
O10000Al45Si1818Ti1682Fe91Sr1746Zr455Ce72,1
O10000F1667Si3333Ba1667Er1667,0
B10000Y2000W8000,1
Li10000O60000Al10000Si20000,2
H10000C5000N1250O19375Nd2500,1
H10000N2500O20000F20000P10000La2500,0
O10000P2500Mn150Ba2338Eu12Lu833,1
O10000K1527Ba1807Bi3333,1
K10000Ga3000Bi6650,1
O10000Ca667Mn3333Sr333Pr2333,1
